frame700/cluster0	Noise
frame700/cluster1	Noise
frame700/cluster2	Yellow
frame700/cluster3	Noise
frame700/cluster4	Red
frame700/cluster5	Noise
frame700/cluster6	Noise
frame700/cluster7	Noise
frame700/cluster8	Noise
frame700/cluster9	Noise
frame700/cluster10	Noise
frame700/cluster11	Noise
frame700/cluster12	Noise
frame700/cluster13	Noise
frame700/cluster14	Noise
frame700/cluster15	Noise
frame700/cluster16	Noise
frame700/cluster17	Noise
frame700/cluster18	Noise
frame700/cluster19	Noise
frame700/cluster20	Noise
frame700/cluster21	Noise
frame700/cluster22	Noise
frame700/cluster23	Noise
frame700/cluster24	Noise
frame701/cluster0	Noise
frame701/cluster1	Noise
frame701/cluster2	Noise
frame701/cluster3	Noise
frame701/cluster4	Noise
frame701/cluster5	Noise
frame701/cluster6	Noise
frame701/cluster7	Noise
frame701/cluster8	Noise
frame701/cluster9	Noise
frame701/cluster10	Noise
frame701/cluster11	Noise
frame701/cluster12	Noise
frame701/cluster13	Noise
frame701/cluster14	Noise
frame701/cluster15	Noise
frame701/cluster16	Yellow
frame701/cluster17	Noise
frame701/cluster18	Noise
frame701/cluster19	Red
frame701/cluster20	Noise
frame701/cluster21	Noise
frame701/cluster22	Noise
frame701/cluster23	Noise
frame701/cluster24	Noise
frame702/cluster0	Noise
frame702/cluster1	Noise
frame702/cluster2	Noise
frame702/cluster3	Noise
frame702/cluster4	Noise
frame702/cluster5	Noise
frame702/cluster6	Noise
frame702/cluster7	Noise
frame702/cluster8	Yellow
frame702/cluster9	Red
frame702/cluster10	Noise
frame702/cluster11	Noise
frame702/cluster12	Noise
frame702/cluster13	Noise
frame702/cluster14	Noise
frame702/cluster15	Noise
frame702/cluster16	Noise
frame702/cluster17	Noise
frame702/cluster18	Noise
frame702/cluster19	Noise
frame702/cluster20	Noise
frame702/cluster21	Noise
frame702/cluster22	Noise
frame702/cluster23	Noise
frame702/cluster24	Noise
frame703/cluster0	Noise
frame703/cluster1	Noise
frame703/cluster2	Noise
frame703/cluster3	Noise
frame703/cluster4	Noise
frame703/cluster5	Noise
frame703/cluster6	Noise
frame703/cluster7	Noise
frame703/cluster8	Red
frame703/cluster9	Yellow
frame703/cluster10	Noise
frame703/cluster11	Noise
frame703/cluster12	Noise
frame703/cluster13	Noise
frame703/cluster14	Noise
frame703/cluster15	Noise
frame703/cluster16	Noise
frame703/cluster17	Noise
frame703/cluster18	Noise
frame703/cluster19	Noise
frame703/cluster20	Noise
frame703/cluster21	Noise
frame703/cluster22	Noise
frame703/cluster23	Noise
frame703/cluster24	Noise
frame704/cluster0	Noise
frame704/cluster1	Noise
frame704/cluster2	Noise
frame704/cluster3	Noise
frame704/cluster4	Noise
frame704/cluster5	Noise
frame704/cluster6	Noise
frame704/cluster7	Noise
frame704/cluster8	Noise
frame704/cluster9	Noise
frame704/cluster10	Noise
frame704/cluster11	Noise
frame704/cluster12	Noise
frame704/cluster13	Noise
frame704/cluster14	Noise
frame704/cluster15	Noise
frame704/cluster16	Noise
frame704/cluster17	Noise
frame704/cluster18	Noise
frame704/cluster19	Noise
frame704/cluster20	Noise
frame704/cluster21	Noise
frame704/cluster22	Noise
frame704/cluster23	Red
frame704/cluster24	Yellow
frame705/cluster0	Noise
frame705/cluster1	Noise
frame705/cluster2	Noise
frame705/cluster3	Noise
frame705/cluster4	Noise
frame705/cluster5	Noise
frame705/cluster6	Noise
frame705/cluster7	Noise
frame705/cluster8	Noise
frame705/cluster9	Noise
frame705/cluster10	Noise
frame705/cluster11	Noise
frame705/cluster12	Noise
frame705/cluster13	Noise
frame705/cluster14	Noise
frame705/cluster15	Noise
frame705/cluster16	Noise
frame705/cluster17	Red
frame705/cluster18	Yellow
frame705/cluster19	Noise
frame705/cluster20	Noise
frame705/cluster21	Noise
frame705/cluster22	Noise
frame705/cluster23	Noise
frame705/cluster24	Noise
frame706/cluster0	Noise
frame706/cluster1	Noise
frame706/cluster2	Noise
frame706/cluster3	Noise
frame706/cluster4	Noise
frame706/cluster5	Noise
frame706/cluster6	Noise
frame706/cluster7	Noise
frame706/cluster8	Noise
frame706/cluster9	Noise
frame706/cluster10	Noise
frame706/cluster11	Noise
frame706/cluster12	Noise
frame706/cluster13	Noise
frame706/cluster14	Noise
frame706/cluster15	Noise
frame706/cluster16	Noise
frame706/cluster17	Noise
frame706/cluster18	Yellow
frame706/cluster19	Red
frame706/cluster20	Noise
frame706/cluster21	Noise
