frame700_cluster0.png	Noise
frame700_cluster1.png	Noise
frame700_cluster2.png	Yellow
frame700_cluster3.png	Noise
frame700_cluster4.png	Red
frame700_cluster5.png	Noise
frame700_cluster6.png	Noise
frame700_cluster7.png	Noise
frame700_cluster8.png	Noise
frame700_cluster9.png	Noise
frame700_cluster10.png	Noise
frame700_cluster11.png	Noise
frame700_cluster12.png	Noise
frame700_cluster13.png	Noise
frame700_cluster14.png	Noise
frame700_cluster15.png	Noise
frame700_cluster16.png	Noise
frame700_cluster17.png	Noise
frame700_cluster18.png	Noise
frame700_cluster19.png	Noise
frame700_cluster20.png	Noise
frame700_cluster21.png	Noise
frame700_cluster22.png	Noise
frame700_cluster23.png	Noise
frame700_cluster24.png	Noise
frame701_cluster0.png	Noise
frame701_cluster1.png	Noise
frame701_cluster2.png	Noise
frame701_cluster3.png	Noise
frame701_cluster4.png	Noise
frame701_cluster5.png	Noise
frame701_cluster6.png	Noise
frame701_cluster7.png	Noise
frame701_cluster8.png	Noise
frame701_cluster9.png	Noise
frame701_cluster10.png	Noise
frame701_cluster11.png	Noise
frame701_cluster12.png	Noise
frame701_cluster13.png	Noise
frame701_cluster14.png	Noise
frame701_cluster15.png	Noise
frame701_cluster16.png	Yellow
frame701_cluster17.png	Noise
frame701_cluster18.png	Noise
frame701_cluster19.png	Red
frame701_cluster20.png	Noise
frame701_cluster21.png	Noise
frame701_cluster22.png	Noise
frame701_cluster23.png	Noise
frame701_cluster24.png	Noise
frame702_cluster0.png	Noise
frame702_cluster1.png	Noise
frame702_cluster2.png	Noise
frame702_cluster3.png	Noise
frame702_cluster4.png	Noise
frame702_cluster5.png	Noise
frame702_cluster6.png	Noise
frame702_cluster7.png	Noise
frame702_cluster8.png	Yellow
frame702_cluster9.png	Red
frame702_cluster10.png	Noise
frame702_cluster11.png	Noise
frame702_cluster12.png	Noise
frame702_cluster13.png	Noise
frame702_cluster14.png	Noise
frame702_cluster15.png	Noise
frame702_cluster16.png	Noise
frame702_cluster17.png	Noise
frame702_cluster18.png	Noise
frame702_cluster19.png	Noise
frame702_cluster20.png	Noise
frame702_cluster21.png	Noise
frame702_cluster22.png	Noise
frame702_cluster23.png	Noise
frame702_cluster24.png	Noise
frame703_cluster0.png	Noise
frame703_cluster1.png	Noise
frame703_cluster2.png	Noise
frame703_cluster3.png	Noise
frame703_cluster4.png	Noise
frame703_cluster5.png	Noise
frame703_cluster6.png	Noise
frame703_cluster7.png	Noise
frame703_cluster8.png	Red
frame703_cluster9.png	Yellow
frame703_cluster10.png	Noise
frame703_cluster11.png	Noise
frame703_cluster12.png	Noise
frame703_cluster13.png	Noise
frame703_cluster14.png	Noise
frame703_cluster15.png	Noise
frame703_cluster16.png	Noise
frame703_cluster17.png	Noise
frame703_cluster18.png	Noise
frame703_cluster19.png	Noise
frame703_cluster20.png	Noise
frame703_cluster21.png	Noise
frame703_cluster22.png	Noise
frame703_cluster23.png	Noise
frame703_cluster24.png	Noise
frame704_cluster0.png	Noise
frame704_cluster1.png	Noise
frame704_cluster2.png	Noise
frame704_cluster3.png	Noise
frame704_cluster4.png	Noise
frame704_cluster5.png	Noise
frame704_cluster6.png	Noise
frame704_cluster7.png	Noise
frame704_cluster8.png	Noise
frame704_cluster9.png	Noise
frame704_cluster10.png	Noise
frame704_cluster11.png	Noise
frame704_cluster12.png	Noise
frame704_cluster13.png	Noise
frame704_cluster14.png	Noise
frame704_cluster15.png	Noise
frame704_cluster16.png	Noise
frame704_cluster17.png	Noise
frame704_cluster18.png	Noise
frame704_cluster19.png	Noise
frame704_cluster20.png	Noise
frame704_cluster21.png	Noise
frame704_cluster22.png	Noise
frame704_cluster23.png	Red
frame704_cluster24.png	Yellow
frame705_cluster0.png	Noise
frame705_cluster1.png	Noise
frame705_cluster2.png	Noise
frame705_cluster3.png	Noise
frame705_cluster4.png	Noise
frame705_cluster5.png	Noise
frame705_cluster6.png	Noise
frame705_cluster7.png	Noise
frame705_cluster8.png	Noise
frame705_cluster9.png	Noise
frame705_cluster10.png	Noise
frame705_cluster11.png	Noise
frame705_cluster12.png	Noise
frame705_cluster13.png	Noise
frame705_cluster14.png	Noise
frame705_cluster15.png	Noise
frame705_cluster16.png	Noise
frame705_cluster17.png	Red
frame705_cluster18.png	Yellow
frame705_cluster19.png	Noise
frame705_cluster20.png	Noise
frame705_cluster21.png	Noise
frame705_cluster22.png	Noise
frame705_cluster23.png	Noise
frame705_cluster24.png	Noise
frame706_cluster0.png	Noise
frame706_cluster1.png	Noise
frame706_cluster2.png	Noise
frame706_cluster3.png	Noise
frame706_cluster4.png	Noise
frame706_cluster5.png	Noise
frame706_cluster6.png	Noise
frame706_cluster7.png	Noise
frame706_cluster8.png	Noise
frame706_cluster9.png	Noise
frame706_cluster10.png	Noise
frame706_cluster11.png	Noise
frame706_cluster12.png	Noise
frame706_cluster13.png	Noise
frame706_cluster14.png	Noise
frame706_cluster15.png	Noise
frame706_cluster16.png	Noise
frame706_cluster17.png	Noise
frame706_cluster18.png	Yellow
frame706_cluster19.png	Red
frame706_cluster20.png	Noise
frame706_cluster21.png	Noise
frame706_cluster22.png	Noise
frame706_cluster23.png	Noise
frame706_cluster24.png	Noise
frame707_cluster0.png	Noise
frame707_cluster1.png	Noise
frame707_cluster2.png	Noise
frame707_cluster3.png	Noise
frame707_cluster4.png	Noise
frame707_cluster5.png	Noise
frame707_cluster6.png	Noise
frame707_cluster7.png	Noise
frame707_cluster8.png	Red
frame707_cluster9.png	Yellow
frame707_cluster10.png	Noise
frame707_cluster11.png	Noise
frame707_cluster12.png	Noise
frame707_cluster13.png	Noise
frame707_cluster14.png	Noise
frame707_cluster15.png	Noise
frame707_cluster16.png	Noise
frame707_cluster17.png	Noise
frame707_cluster18.png	Noise
frame707_cluster19.png	Noise
frame707_cluster20.png	Noise
frame707_cluster21.png	Noise
frame707_cluster22.png	Noise
frame707_cluster23.png	Noise
frame707_cluster24.png	Noise
frame708_cluster0.png	Noise
frame708_cluster1.png	Noise
frame708_cluster2.png	Noise
frame708_cluster3.png	Noise
frame708_cluster4.png	Noise
frame708_cluster5.png	Noise
frame708_cluster6.png	Noise
frame708_cluster7.png	Yellow
frame708_cluster8.png	Noise
frame708_cluster9.png	Red
frame708_cluster10.png	Noise
frame708_cluster11.png	Noise
frame708_cluster12.png	Noise
frame708_cluster13.png	Noise
frame708_cluster14.png	Noise
frame708_cluster15.png	Noise
frame708_cluster16.png	Noise
frame708_cluster17.png	Noise
frame708_cluster18.png	Noise
frame708_cluster19.png	Noise
frame708_cluster20.png	Noise
frame708_cluster21.png	Noise
frame708_cluster22.png	Noise
